COUNTY,TOTALCOUNTCONFIRMED,TOTALCOUNTDEATHS,NEWCOUNTCONFIRMED,NEWCOUNTDEATHS,DATE
Alameda,3460,104,98,0,6/1/2020
Alameda,3517,104,57,0,6/2/2020
Alameda,3589,104,72,0,6/3/2020
Alameda,3643,104,54,0,6/4/2020
Alameda,3734,104,91,0,6/5/2020
Alameda,3801,104,67,0,6/6/2020
Alameda,3866,104,65,0,6/7/2020
Alameda,3937,110,71,6,6/8/2020
Alameda,3963,110,26,0,6/9/2020
Alameda,4027,110,64,0,6/10/2020
Alameda,4073,110,46,0,6/11/2020
Alameda,4167,110,94,0,6/12/2020
Alameda,4196,110,29,0,6/13/2020
Alameda,4271,112,75,2,6/14/2020
Alameda,4323,112,52,0,6/15/2020
Alameda,4428,112,105,0,6/16/2020
Alameda,4485,116,57,4,6/17/2020
Alameda,4589,117,104,1,6/18/2020
Alameda,4646,118,57,1,6/19/2020
Alameda,4758,119,112,1,6/20/2020
Alameda,4835,119,77,0,6/21/2020
Alameda,4944,121,109,2,6/22/2020
Alameda,5159,121,215,0,6/23/2020
Alameda,5242,122,83,1,6/24/2020
Marin,10,0,10,0,3/18/2020
Marin,19,0,9,0,3/19/2020
Marin,30,0,11,0,3/20/2020
Marin,30,0,0,0,3/21/2020
Marin,30,0,0,0,3/22/2020
Marin,30,0,0,0,3/23/2020
Marin,44,0,14,0,3/24/2020
Marin,47,0,3,0,3/25/2020
Marin,56,0,9,0,3/26/2020
Marin,58,0,2,0,3/27/2020
Marin,58,0,0,0,3/28/2020
Marin,60,0,2,0,3/29/2020
Marin,78,0,18,0,3/30/2020
Marin,85,1,7,1,3/31/2020
Marin,87,1,2,0,4/1/2020
Marin,102,1,15,0,4/2/2020
Marin,106,6,4,5,4/3/2020
Marin,111,6,5,0,4/4/2020
Marin,113,6,2,0,4/5/2020
Marin,119,7,6,1,4/6/2020
Marin,122,7,3,0,4/7/2020
Marin,125,7,3,0,4/8/2020
Marin,126,7,1,0,4/9/2020
Marin,128,10,2,3,4/10/2020
Marin,136,10,8,0,4/11/2020
Marin,138,10,2,0,4/12/2020
Marin,144,10,6,0,4/13/2020
Marin,147,10,3,0,4/14/2020
Marin,162,10,15,0,4/15/2020
Marin,170,10,8,0,4/16/2020
Marin,189,10,19,0,4/17/2020
Marin,193,10,4,0,4/18/2020
Marin,194,10,1,0,4/19/2020
Marin,200,10,6,0,4/20/2020
Marin,202,10,2,0,4/21/2020
Marin,202,11,0,1,4/22/2020
Marin,209,11,7,0,4/23/2020
Marin,211,11,2,0,4/24/2020
Marin,215,12,4,1,4/25/2020
Marin,225,12,10,0,4/26/2020
Marin,227,12,2,0,4/27/2020
Marin,228,12,1,0,4/28/2020
Marin,234,13,6,1,4/29/2020
Marin,240,13,6,0,4/30/2020
Marin,242,13,2,0,5/1/2020
Marin,243,13,1,0,5/2/2020
Marin,243,13,0,0,5/3/2020
Marin,244,13,1,0,5/4/2020
Marin,244,14,0,1,5/5/2020
Marin,244,14,0,0,5/6/2020
Marin,252,14,8,0,5/7/2020
Marin,257,14,5,0,5/8/2020
Marin,261,14,4,0,5/9/2020
Marin,267,14,6,0,5/10/2020
Marin,271,14,4,0,5/11/2020
Marin,274,14,3,0,5/12/2020
Marin,278,14,4,0,5/13/2020
Marin,283,14,5,0,5/14/2020
Marin,295,14,12,0,5/15/2020
Marin,297,14,2,0,5/16/2020
Marin,315,14,18,0,5/17/2020
Marin,329,14,14,0,5/18/2020
Marin,340,14,11,0,5/19/2020
Marin,348,14,8,0,5/20/2020
Marin,359,14,11,0,5/21/2020
Marin,372,14,13,0,5/22/2020
Marin,393,14,21,0,5/23/2020
Marin,401,14,8,0,5/24/2020
Marin,415,14,14,0,5/25/2020
Marin,424,14,9,0,5/26/2020
Marin,439,14,15,0,5/27/2020
Marin,443,14,4,0,5/28/2020
Marin,448,14,5,0,5/29/2020
Marin,462,14,14,0,5/30/2020
Marin,486,14,24,0,5/31/2020
Marin,495,15,9,1,6/1/2020
Marin,509,17,14,2,6/2/2020
Marin,527,17,18,0,6/3/2020
Marin,533,17,6,0,6/4/2020
Marin,546,17,13,0,6/5/2020
Marin,556,17,10,0,6/6/2020
Marin,584,17,28,0,6/7/2020
Marin,596,17,12,0,6/8/2020
Marin,616,17,20,0,6/9/2020
Marin,633,17,17,0,6/10/2020
Marin,637,17,4,0,6/11/2020
Marin,649,17,12,0,6/12/2020
Marin,677,17,28,0,6/13/2020
Marin,689,17,12,0,6/14/2020
Marin,708,17,19,0,6/15/2020
Marin,725,18,17,1,6/16/2020
Marin,771,18,46,0,6/17/2020
Marin,819,18,48,0,6/18/2020
Marin,829,18,10,0,6/19/2020
Marin,879,18,50,0,6/20/2020
Marin,907,18,28,0,6/21/2020
Marin,1029,18,122,0,6/22/2020
Marin,1139,18,110,0,6/23/2020
Marin,1261,18,122,0,6/24/2020
San Diego,40,0,40,0,3/18/2020
San Diego,68,0,28,0,3/19/2020
San Diego,98,0,30,0,3/20/2020
San Diego,119,0,21,0,3/21/2020
San Diego,159,0,40,0,3/22/2020
San Diego,176,1,17,1,3/23/2020
San Diego,229,2,53,1,3/24/2020
San Diego,236,2,7,0,3/25/2020
San Diego,297,2,61,0,3/26/2020
San Diego,419,5,122,3,3/27/2020
San Diego,490,7,71,2,3/28/2020
San Diego,521,7,31,0,3/29/2020
San Diego,605,7,84,0,3/30/2020
San Diego,736,9,131,2,3/31/2020
San Diego,851,11,115,2,4/1/2020
San Diego,968,16,117,5,4/2/2020
San Diego,1114,17,146,1,4/3/2020
San Diego,1211,18,97,1,4/4/2020
San Diego,1328,19,117,1,4/5/2020
San Diego,1406,19,78,0,4/6/2020
San Diego,1456,31,50,12,4/7/2020
San Diego,1532,36,76,5,4/8/2020
San Diego,1630,40,98,4,4/9/2020
San Diego,1695,54,65,14,4/10/2020
San Diego,1763,54,68,0,4/11/2020
San Diego,1806,55,43,1,4/12/2020
San Diego,1849,66,43,11,4/13/2020
San Diego,1932,67,83,1,4/14/2020
San Diego,2014,67,82,0,4/15/2020
San Diego,2089,77,75,10,4/16/2020
San Diego,2160,83,71,6,4/17/2020
San Diego,2215,83,55,0,4/18/2020
San Diego,2270,83,55,0,4/19/2020
San Diego,2327,102,57,19,4/20/2020
San Diego,2436,109,109,7,4/21/2020
San Diego,2493,112,57,3,4/22/2020
San Diego,2645,112,152,0,4/23/2020
San Diego,2828,119,183,7,4/24/2020
San Diego,2945,119,117,0,4/25/2020
San Diego,3045,123,100,4,4/26/2020
San Diego,3143,128,98,5,4/27/2020
San Diego,3316,133,173,5,4/28/2020
San Diego,3434,140,118,7,4/29/2020
San Diego,3566,143,132,3,4/30/2020
San Diego,3713,150,147,7,5/1/2020
San Diego,3844,150,131,0,5/2/2020
San Diego,3929,150,85,0,5/3/2020
San Diego,4022,162,93,12,5/4/2020
San Diego,4162,173,140,11,5/5/2020
San Diego,4321,186,159,13,5/6/2020
San Diego,4431,189,110,3,5/7/2020
San Diego,4664,194,233,5,5/8/2020
San Diego,4778,194,114,0,5/9/2020
San Diego,4928,194,150,0,5/10/2020
San Diego,5067,204,139,10,5/11/2020
San Diego,5163,217,96,13,5/12/2020
San Diego,5280,223,117,6,5/13/2020
San Diego,5393,231,113,8,5/14/2020
San Diego,5525,235,132,4,5/15/2020
San Diego,5664,235,139,0,5/16/2020
San Diego,5838,242,174,7,5/17/2020
San Diego,5948,242,110,0,5/18/2020
San Diego,6028,242,80,0,5/19/2020
San Diego,6142,262,114,20,5/20/2020
San Diego,6317,262,175,0,5/21/2020
San Diego,6436,271,119,9,5/22/2020
San Diego,6561,275,125,4,5/23/2020
San Diego,6703,275,142,0,5/24/2020
San Diego,6799,275,96,0,5/25/2020
San Diego,6884,290,85,15,5/26/2020
San Diego,6985,297,101,7,5/27/2020
San Diego,7102,307,117,10,5/28/2020
San Diego,7242,312,140,5,5/29/2020
San Diego,7387,312,145,0,5/30/2020
San Diego,7483,312,96,0,5/31/2020
San Diego,7556,312,73,0,6/1/2020
San Diego,7676,312,120,0,6/2/2020
San Diego,7800,312,124,0,6/3/2020
San Diego,7942,312,142,0,6/4/2020
San Diego,8182,312,240,0,6/5/2020
San Diego,8347,312,165,0,6/6/2020
San Diego,8478,312,131,0,6/7/2020
San Diego,8621,312,143,0,6/8/2020
San Diego,8731,312,110,0,6/9/2020
San Diego,8839,312,108,0,6/10/2020
San Diego,9000,312,161,0,6/11/2020
San Diego,9132,312,132,0,6/12/2020
San Diego,9316,320,184,8,6/13/2020
San Diego,9442,320,126,0,6/14/2020
San Diego,9612,320,170,0,6/15/2020
San Diego,9732,323,120,3,6/16/2020
San Diego,9856,327,124,4,6/17/2020
San Diego,10094,331,238,4,6/18/2020
San Diego,10352,332,258,1,6/19/2020
San Diego,10486,338,134,6,6/20/2020
San Diego,10796,338,310,0,6/21/2020
San Diego,11098,338,302,0,6/22/2020
San Diego,11296,338,198,0,6/23/2020
San Diego,11628,347,332,9,6/24/2020
Out Of Country,0,0,0,0,3/30/2020
Out Of Country,0,0,0,0,4/13/2020
Out Of Country,0,0,0,0,4/14/2020
Out Of Country,0,0,0,0,4/15/2020
Out Of Country,0,0,0,0,4/16/2020
Out Of Country,0,0,0,0,4/17/2020
Out Of Country,0,0,0,0,4/18/2020
Out Of Country,0,0,0,0,4/19/2020
Out Of Country,0,0,0,0,4/20/2020
Out Of Country,0,0,0,0,4/21/2020
Out Of Country,0,0,0,0,4/22/2020
Out Of Country,0,0,0,0,4/23/2020
Out Of Country,0,0,0,0,4/24/2020
Out Of Country,0,0,0,0,4/25/2020
Out Of Country,0,0,0,0,4/26/2020
Out Of Country,0,0,0,0,4/27/2020
Out Of Country,0,0,0,0,4/28/2020
Out Of Country,0,0,0,0,4/29/2020
Out Of Country,0,0,0,0,4/30/2020
Out Of Country,0,0,0,0,5/1/2020
Out Of Country,0,0,0,0,5/2/2020
Out Of Country,0,0,0,0,5/3/2020
Out Of Country,0,0,0,0,5/4/2020
Out Of Country,0,0,0,0,5/5/2020
Out Of Country,0,0,0,0,5/6/2020
Out Of Country,0,0,0,0,5/7/2020
Out Of Country,0,0,0,0,5/8/2020
Out Of Country,0,0,0,0,5/9/2020
Out Of Country,0,0,0,0,5/10/2020
Out Of Country,0,0,0,0,5/11/2020
Out Of Country,0,0,0,0,5/12/2020
Out Of Country,0,0,0,0,5/13/2020
Out Of Country,0,0,0,0,5/14/2020
Out Of Country,0,0,0,0,5/15/2020
Out Of Country,0,0,0,0,5/16/2020
Out Of Country,0,0,0,0,5/17/2020
Out Of Country,0,0,0,0,5/18/2020
Out Of Country,0,0,0,0,5/19/2020
Out Of Country,0,0,0,0,5/20/2020
Out Of Country,0,0,0,0,5/21/2020
Out Of Country,0,0,0,0,5/22/2020
Out Of Country,0,0,0,0,5/23/2020
Out Of Country,0,0,0,0,5/24/2020
Out Of Country,0,0,0,0,5/25/2020
Out Of Country,0,0,0,0,5/26/2020
Out Of Country,0,0,0,0,5/27/2020
Out Of Country,0,0,0,0,5/28/2020
Out Of Country,0,0,0,0,5/29/2020
Out Of Country,0,0,0,0,5/30/2020
Out Of Country,0,0,0,0,5/31/2020
Out Of Country,0,0,0,0,6/1/2020
Out Of Country,0,0,0,0,6/2/2020
Out Of Country,0,0,0,0,6/3/2020
Out Of Country,0,0,0,0,6/4/2020
Out Of Country,0,0,0,0,6/5/2020
Out Of Country,0,0,0,0,6/6/2020
Out Of Country,0,0,0,0,6/7/2020
Out Of Country,0,0,0,0,6/8/2020
Out Of Country,0,0,0,0,6/9/2020
Out Of Country,0,0,0,0,6/10/2020
Out Of Country,0,0,0,0,6/11/2020
Out Of Country,0,0,0,0,6/12/2020
Out Of Country,0,0,0,0,6/13/2020
Out Of Country,0,0,0,0,6/14/2020
Out Of Country,0,0,0,0,6/15/2020
Out Of Country,0,0,0,0,6/16/2020
Out Of Country,0,0,0,0,6/17/2020
Out Of Country,0,0,0,0,6/18/2020
Out Of Country,0,0,0,0,6/19/2020
Out Of Country,0,0,0,0,6/20/2020
Out Of Country,0,0,0,0,6/21/2020
Out Of Country,0,0,0,0,6/22/2020
Out Of Country,0,0,0,0,6/23/2020
Out Of Country,0,0,0,0,6/24/2020
Glenn,0,0,0,0,3/18/2020
Glenn,0,0,0,0,3/19/2020
Glenn,0,0,0,0,3/20/2020
Glenn,0,0,0,0,3/21/2020
Glenn,0,0,0,0,3/22/2020
Glenn,0,0,0,0,3/23/2020
Glenn,0,0,0,0,3/24/2020
Glenn,0,0,0,0,3/25/2020
Glenn,0,0,0,0,3/26/2020
Glenn,0,0,0,0,3/27/2020
Glenn,1,0,1,0,3/28/2020
Glenn,1,0,0,0,3/29/2020
Glenn,2,0,1,0,3/30/2020
Glenn,2,0,0,0,3/31/2020
Glenn,2,0,0,0,4/1/2020
Glenn,2,0,0,0,4/2/2020
Glenn,2,0,0,0,4/3/2020
Glenn,2,0,0,0,4/4/2020
Glenn,2,0,0,0,4/5/2020
Glenn,2,0,0,0,4/6/2020
Glenn,2,0,0,0,4/7/2020
Glenn,2,0,0,0,4/8/2020
Glenn,2,0,0,0,4/9/2020
Glenn,3,0,1,0,4/10/2020
Glenn,3,0,0,0,4/11/2020
Glenn,3,0,0,0,4/12/2020
Glenn,3,0,0,0,4/13/2020
Glenn,3,0,0,0,4/14/2020
Glenn,3,0,0,0,4/15/2020
Glenn,3,0,0,0,4/16/2020
Glenn,3,0,0,0,4/17/2020
Glenn,3,0,0,0,4/18/2020
Glenn,3,0,0,0,4/19/2020
Glenn,3,0,0,0,4/20/2020
Glenn,3,0,0,0,4/21/2020
Glenn,3,0,0,0,4/22/2020
Glenn,3,0,0,0,4/23/2020
Glenn,4,0,1,0,4/24/2020
Glenn,4,0,0,0,4/25/2020
Glenn,4,0,0,0,4/26/2020
Glenn,4,0,0,0,4/27/2020
Glenn,4,0,0,0,4/28/2020
Glenn,4,0,0,0,4/29/2020
Glenn,4,0,0,0,4/30/2020
Glenn,4,0,0,0,5/1/2020
Glenn,5,0,1,0,5/2/2020
Glenn,5,0,0,0,5/3/2020
Glenn,4,0,-1,0,5/4/2020
Glenn,3,0,-1,0,5/5/2020
Glenn,3,0,0,0,5/6/2020
Glenn,5,0,2,0,5/7/2020
Glenn,6,0,1,0,5/8/2020
Glenn,6,0,0,0,5/9/2020
Glenn,6,0,0,0,5/10/2020
Glenn,6,0,0,0,5/11/2020
Glenn,6,0,0,0,5/12/2020
Glenn,6,0,0,0,5/13/2020
Glenn,8,0,2,0,5/14/2020
Glenn,9,0,1,0,5/15/2020
Glenn,9,0,0,0,5/16/2020
Glenn,9,0,0,0,5/17/2020
Glenn,11,0,2,0,5/18/2020
Glenn,12,0,1,0,5/19/2020
Glenn,12,0,0,0,5/20/2020
Glenn,12,0,0,0,5/21/2020
Glenn,12,0,0,0,5/22/2020
Glenn,12,0,0,0,5/23/2020
Glenn,12,0,0,0,5/24/2020
Glenn,12,0,0,0,5/25/2020
Glenn,12,0,0,0,5/26/2020
Glenn,14,0,2,0,5/27/2020
Glenn,14,0,0,0,5/28/2020
Glenn,14,0,0,0,5/29/2020
Glenn,16,0,2,0,5/30/2020
Glenn,16,0,0,0,5/31/2020
Glenn,16,0,0,0,6/1/2020
Glenn,16,0,0,0,6/2/2020
Glenn,16,0,0,0,6/3/2020
Glenn,16,0,0,0,6/4/2020
Glenn,16,0,0,0,6/5/2020
Glenn,16,0,0,0,6/6/2020
Glenn,16,0,0,0,6/7/2020
Glenn,17,0,1,0,6/8/2020
Glenn,19,0,2,0,6/9/2020
Glenn,21,0,2,0,6/10/2020
Glenn,21,0,0,0,6/11/2020
Glenn,21,0,0,0,6/12/2020
Glenn,21,0,0,0,6/13/2020
Glenn,21,0,0,0,6/14/2020
Glenn,21,0,0,0,6/15/2020
Glenn,30,0,9,0,6/16/2020
Glenn,31,0,1,0,6/17/2020
Glenn,35,0,4,0,6/18/2020
Glenn,40,0,5,0,6/19/2020
Glenn,40,0,0,0,6/20/2020
Glenn,40,0,0,0,6/21/2020
Glenn,40,0,0,0,6/22/2020
Glenn,47,0,7,0,6/23/2020
Glenn,54,0,7,0,6/24/2020
Siskiyou,0,0,0,0,3/18/2020
Siskiyou,0,0,0,0,3/19/2020
Siskiyou,0,0,0,0,3/20/2020
Siskiyou,0,0,0,0,3/21/2020
Siskiyou,2,0,2,0,3/22/2020
Siskiyou,2,0,0,0,3/23/2020
Siskiyou,2,0,0,0,3/24/2020
Siskiyou,2,0,0,0,3/25/2020
Siskiyou,2,0,0,0,3/26/2020
Siskiyou,2,0,0,0,3/27/2020
Siskiyou,2,0,0,0,3/28/2020
Siskiyou,2,0,0,0,3/29/2020
Siskiyou,2,0,0,0,3/30/2020
Siskiyou,3,0,1,0,3/31/2020
Siskiyou,3,0,0,0,4/1/2020
Siskiyou,3,0,0,0,4/2/2020
Siskiyou,3,0,0,0,4/3/2020
Siskiyou,3,0,0,0,4/4/2020
Siskiyou,3,0,0,0,4/5/2020
Siskiyou,4,0,1,0,4/6/2020
Siskiyou,4,0,0,0,4/7/2020
Siskiyou,4,0,0,0,4/8/2020
Siskiyou,4,0,0,0,4/9/2020
Siskiyou,5,0,1,0,4/10/2020
Siskiyou,5,0,0,0,4/11/2020
Siskiyou,5,0,0,0,4/12/2020
Siskiyou,5,0,0,0,4/13/2020
Siskiyou,5,0,0,0,4/14/2020
Siskiyou,5,0,0,0,4/15/2020
Siskiyou,5,0,0,0,4/16/2020
Siskiyou,5,0,0,0,4/17/2020
Siskiyou,5,0,0,0,4/18/2020
Siskiyou,5,0,0,0,4/19/2020
Siskiyou,5,0,0,0,4/20/2020
Siskiyou,5,0,0,0,4/21/2020
Siskiyou,5,0,0,0,4/22/2020
Siskiyou,5,0,0,0,4/23/2020
Siskiyou,5,0,0,0,4/24/2020
Siskiyou,5,0,0,0,4/25/2020
Siskiyou,5,0,0,0,4/26/2020
Siskiyou,5,0,0,0,4/27/2020
Siskiyou,5,0,0,0,4/28/2020
Siskiyou,5,0,0,0,4/29/2020
Siskiyou,5,0,0,0,4/30/2020
Siskiyou,5,0,0,0,5/1/2020
Siskiyou,5,0,0,0,5/2/2020
Siskiyou,5,0,0,0,5/3/2020
Siskiyou,5,0,0,0,5/4/2020
Siskiyou,5,0,0,0,5/5/2020
Siskiyou,5,0,0,0,5/6/2020
Siskiyou,5,0,0,0,5/7/2020
Siskiyou,5,0,0,0,5/8/2020
Siskiyou,5,0,0,0,5/9/2020
Siskiyou,5,0,0,0,5/10/2020
Siskiyou,5,0,0,0,5/11/2020
Siskiyou,5,0,0,0,5/12/2020
Siskiyou,5,0,0,0,5/13/2020
Siskiyou,5,0,0,0,5/14/2020
Siskiyou,5,0,0,0,5/15/2020
Siskiyou,6,0,1,0,5/16/2020
Siskiyou,6,0,0,0,5/17/2020
Siskiyou,6,0,0,0,5/18/2020
Siskiyou,6,0,0,0,5/19/2020
Siskiyou,6,0,0,0,5/20/2020
Siskiyou,6,0,0,0,5/21/2020
Siskiyou,6,0,0,0,5/22/2020
Siskiyou,6,0,0,0,5/23/2020
Siskiyou,6,0,0,0,5/24/2020
Siskiyou,6,0,0,0,5/25/2020
Siskiyou,6,0,0,0,5/26/2020
Siskiyou,6,0,0,0,5/27/2020
Siskiyou,6,0,0,0,5/28/2020
Siskiyou,7,0,1,0,5/29/2020
Siskiyou,7,0,0,0,5/30/2020
Siskiyou,7,0,0,0,5/31/2020
Siskiyou,7,0,0,0,6/1/2020
Siskiyou,8,0,1,0,6/2/2020
Siskiyou,8,0,0,0,6/3/2020
Siskiyou,8,0,0,0,6/4/2020
Siskiyou,8,0,0,0,6/5/2020
Siskiyou,8,0,0,0,6/6/2020
Siskiyou,8,0,0,0,6/7/2020
Siskiyou,8,0,0,0,6/8/2020
Siskiyou,10,0,2,0,6/9/2020
Siskiyou,14,0,4,0,6/10/2020
Siskiyou,14,0,0,0,6/11/2020
Siskiyou,13,0,-1,0,6/12/2020
Siskiyou,13,0,0,0,6/13/2020
Siskiyou,13,0,0,0,6/14/2020
Siskiyou,14,0,1,0,6/15/2020
Siskiyou,15,0,1,0,6/16/2020
Siskiyou,16,0,1,0,6/17/2020
Siskiyou,18,0,2,0,6/18/2020
Siskiyou,21,0,3,0,6/19/2020
Siskiyou,22,0,1,0,6/20/2020
Siskiyou,23,0,1,0,6/21/2020
Siskiyou,23,0,0,0,6/22/2020
Siskiyou,24,0,1,0,6/23/2020
Siskiyou,24,0,0,0,6/24/2020
Madera,2,0,2,0,3/18/2020
Madera,3,0,1,0,3/19/2020
Madera,4,0,1,0,3/20/2020
Madera,4,0,0,0,3/21/2020
Madera,4,0,0,0,3/22/2020
Madera,4,0,0,0,3/23/2020
Madera,6,0,2,0,3/24/2020
Madera,6,0,0,0,3/25/2020
Madera,8,0,2,0,3/26/2020
Madera,10,1,2,1,3/27/2020
Madera,11,1,1,0,3/28/2020
Madera,11,1,0,0,3/29/2020
Madera,14,1,3,0,3/30/2020
Madera,17,1,3,0,3/31/2020
Madera,17,1,0,0,4/1/2020
Madera,25,1,8,0,4/2/2020
Madera,28,2,3,1,4/3/2020
Madera,27,2,-1,0,4/4/2020
Madera,27,2,0,0,4/5/2020
Madera,29,2,2,0,4/6/2020
Madera,28,2,-1,0,4/7/2020
Madera,28,2,0,0,4/8/2020
Madera,28,2,0,0,4/9/2020
Madera,29,2,1,0,4/10/2020
Madera,29,2,0,0,4/11/2020
Madera,29,2,0,0,4/12/2020
Madera,29,2,0,0,4/13/2020
Madera,29,2,0,0,4/14/2020
Madera,30,2,1,0,4/15/2020
Madera,34,2,4,0,4/16/2020
Madera,34,2,0,0,4/17/2020
Madera,34,2,0,0,4/18/2020
Madera,34,2,0,0,4/19/2020
Madera,35,2,1,0,4/20/2020
Madera,37,2,2,0,4/21/2020
Madera,37,2,0,0,4/22/2020
Madera,37,2,0,0,4/23/2020
Madera,39,2,2,0,4/24/2020
Madera,39,2,0,0,4/25/2020
Madera,39,2,0,0,4/26/2020
Madera,42,2,3,0,4/27/2020
Madera,44,2,2,0,4/28/2020
Madera,45,2,1,0,4/29/2020
Madera,46,2,1,0,4/30/2020
Madera,46,2,0,0,5/1/2020
Madera,46,2,0,0,5/2/2020
Madera,46,2,0,0,5/3/2020
Madera,52,2,6,0,5/4/2020
Madera,53,2,1,0,5/5/2020
Madera,55,2,2,0,5/6/2020
Madera,54,2,-1,0,5/7/2020
Madera,57,2,3,0,5/8/2020
Madera,61,2,4,0,5/9/2020
Madera,65,2,4,0,5/10/2020
Madera,68,2,3,0,5/11/2020
Madera,69,2,1,0,5/12/2020
Madera,69,2,0,0,5/13/2020
Madera,69,2,0,0,5/14/2020
Madera,71,2,2,0,5/15/2020
Madera,70,2,-1,0,5/16/2020
Madera,69,2,-1,0,5/17/2020
Madera,74,2,5,0,5/18/2020
Madera,80,2,6,0,5/19/2020
Madera,82,2,2,0,5/20/2020
Madera,82,2,0,0,5/21/2020
Madera,82,2,0,0,5/22/2020
Madera,83,2,1,0,5/23/2020
Madera,83,2,0,0,5/24/2020
Madera,83,2,0,0,5/25/2020
Madera,83,2,0,0,5/26/2020
Madera,91,2,8,0,5/27/2020
Madera,93,2,2,0,5/28/2020
Madera,98,2,5,0,5/29/2020
Madera,101,2,3,0,5/30/2020
Madera,101,2,0,0,5/31/2020
Madera,103,2,2,0,6/1/2020
Madera,110,3,7,1,6/2/2020
Madera,117,3,7,0,6/3/2020
Madera,127,3,10,0,6/4/2020
Madera,144,3,17,0,6/5/2020
Madera,149,3,5,0,6/6/2020
Madera,149,3,0,0,6/7/2020
Madera,154,3,5,0,6/8/2020
Madera,172,3,18,0,6/9/2020
Madera,176,3,4,0,6/10/2020
Madera,178,3,2,0,6/11/2020
Madera,187,3,9,0,6/12/2020
Madera,203,3,16,0,6/13/2020
Madera,203,3,0,0,6/14/2020
Madera,203,3,0,0,6/15/2020
Madera,239,4,36,1,6/16/2020
Madera,258,4,19,0,6/17/2020
Madera,288,4,30,0,6/18/2020
Madera,300,4,12,0,6/19/2020
Madera,321,4,21,0,6/20/2020
Madera,319,4,-2,0,6/21/2020
Madera,333,5,14,1,6/22/2020
Madera,369,5,36,0,6/23/2020
Madera,373,5,4,0,6/24/2020
Tehama,0,0,0,0,3/18/2020
Tehama,0,0,0,0,3/19/2020
Tehama,0,0,0,0,3/20/2020
Tehama,0,0,0,0,3/21/2020
Tehama,0,0,0,0,3/22/2020
Tehama,0,0,0,0,3/23/2020
Tehama,0,0,0,0,3/24/2020
Tehama,0,0,0,0,3/25/2020
Tehama,0,0,0,0,3/26/2020
Tehama,0,0,0,0,3/27/2020
Tehama,0,0,0,0,3/28/2020
Tehama,0,0,0,0,3/29/2020
Tehama,0,0,0,0,3/30/2020
Tehama,0,0,0,0,3/31/2020
Tehama,0,0,0,0,4/1/2020
Tehama,1,0,1,0,4/2/2020
Tehama,1,0,0,0,4/3/2020
Tehama,1,0,0,0,4/4/2020
Tehama,1,0,0,0,4/5/2020
Tehama,1,0,0,0,4/6/2020
Tehama,1,0,0,0,4/7/2020
Tehama,1,0,0,0,4/8/2020
Tehama,1,0,0,0,4/9/2020
Tehama,1,0,0,0,4/10/2020
Tehama,1,0,0,0,4/11/2020
Tehama,1,0,0,0,4/12/2020
Tehama,1,0,0,0,4/13/2020
Tehama,1,0,0,0,4/14/2020
Tehama,1,1,0,1,4/15/2020
Tehama,1,1,0,0,4/16/2020
Tehama,1,1,0,0,4/17/2020
Tehama,1,1,0,0,4/18/2020
Tehama,1,1,0,0,4/19/2020
Tehama,1,1,0,0,4/20/2020
Tehama,1,1,0,0,4/21/2020
Tehama,1,1,0,0,4/22/2020
Tehama,1,1,0,0,4/23/2020
Tehama,1,1,0,0,4/24/2020
Tehama,1,1,0,0,4/25/2020
Tehama,1,1,0,0,4/26/2020
Tehama,1,1,0,0,4/27/2020
Tehama,1,1,0,0,4/28/2020
Tehama,1,1,0,0,4/29/2020
Tehama,1,1,0,0,4/30/2020
Tehama,1,1,0,0,5/1/2020
Tehama,1,1,0,0,5/2/2020
Tehama,1,1,0,0,5/3/2020
Tehama,1,1,0,0,5/4/2020
Tehama,1,1,0,0,5/5/2020
Tehama,1,1,0,0,5/6/2020
Tehama,1,1,0,0,5/7/2020
Tehama,1,1,0,0,5/8/2020
Tehama,1,1,0,0,5/9/2020
Tehama,1,1,0,0,5/10/2020
Tehama,1,1,0,0,5/11/2020
Tehama,1,1,0,0,5/12/2020
Tehama,1,1,0,0,5/13/2020
Tehama,1,1,0,0,5/14/2020
Tehama,1,1,0,0,5/15/2020
Tehama,2,1,1,0,5/16/2020
Tehama,2,1,0,0,5/17/2020
Tehama,2,1,0,0,5/18/2020
Tehama,2,1,0,0,5/19/2020
Tehama,2,1,0,0,5/20/2020
Tehama,2,1,0,0,5/21/2020
Tehama,2,1,0,0,5/22/2020
Tehama,2,1,0,0,5/23/2020
Tehama,2,1,0,0,5/24/2020
Tehama,2,1,0,0,5/25/2020
Tehama,2,1,0,0,5/26/2020
Tehama,3,1,1,0,5/27/2020
Tehama,4,1,1,0,5/28/2020
Tehama,4,1,0,0,5/29/2020
Tehama,4,1,0,0,5/30/2020
Tehama,4,1,0,0,5/31/2020
Tehama,5,1,1,0,6/1/2020
Tehama,6,1,1,0,6/2/2020
Tehama,6,1,0,0,6/3/2020
Tehama,6,1,0,0,6/4/2020
Tehama,7,1,1,0,6/5/2020
Tehama,8,1,1,0,6/6/2020
Tehama,8,1,0,0,6/7/2020
Tehama,8,1,0,0,6/8/2020
Tehama,9,1,1,0,6/9/2020
Tehama,10,1,1,0,6/10/2020
Tehama,10,1,0,0,6/11/2020
Tehama,13,1,3,0,6/12/2020
Tehama,17,1,4,0,6/13/2020
Tehama,17,1,0,0,6/14/2020
Tehama,17,1,0,0,6/15/2020
