Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed
5/22/2020,Greene,2,217,69,2265
5/23/2020,Greene,3,220,55,2320
5/24/2020,Greene,5,225,35,2355
5/25/2020,Greene,0,225,24,2379
5/26/2020,Greene,6,231,108,2487
5/27/2020,Greene,5,236,107,2594
5/28/2020,Greene,1,237,92,2686
5/29/2020,Greene,1,238,110,2796
5/30/2020,Greene,0,238,100,2896
5/31/2020,Greene,1,239,79,2975
6/1/2020,Greene,2,241,119,3094
6/2/2020,Greene,0,241,153,3247
6/3/2020,Greene,0,241,130,3377
6/4/2020,Greene,1,242,134,3511
6/5/2020,Greene,4,246,181,3692
6/6/2020,Greene,0,246,117,3809
6/7/2020,Greene,1,247,42,3851
6/8/2020,Greene,1,248,104,3955
6/9/2020,Greene,1,249,172,4127
6/10/2020,Greene,0,249,88,4215
6/11/2020,Greene,0,249,82,4297
6/12/2020,Greene,1,250,97,4394
6/13/2020,Greene,1,251,128,4522
6/14/2020,Greene,0,251,110,4632
6/15/2020,Greene,1,252,67,4699
6/16/2020,Greene,0,252,196,4895
6/17/2020,Greene,0,252,73,4968
6/18/2020,Greene,2,254,174,5142
6/19/2020,Greene,1,255,54,5196
6/20/2020,Greene,1,256,67,5263
6/21/2020,Greene,0,256,119,5382
6/22/2020,Greene,0,256,110,5492
6/23/2020,Greene,0,256,114,5606
6/24/2020,Greene,1,257,158,5764
6/25/2020,Greene,0,257,126,5890
6/26/2020,Greene,3,260,127,6017
6/27/2020,Greene,0,260,166,6183
6/28/2020,Greene,0,260,58,6241
6/29/2020,Greene,0,260,154,6395
6/30/2020,Greene,0,260,72,6467
7/1/2020,Greene,0,260,195,6662
7/2/2020,Greene,3,263,99,6761
7/3/2020,Greene,0,263,106,6867
7/4/2020,Greene,0,263,156,7023
7/5/2020,Greene,0,263,115,7138
7/6/2020,Greene,0,263,177,7315
7/7/2020,Greene,0,263,151,7466
7/8/2020,Greene,0,263,149,7615
7/9/2020,Greene,1,264,329,7944
7/10/2020,Greene,1,265,143,8087
7/11/2020,Greene,1,266,55,8142
7/12/2020,Greene,0,266,56,8198
7/13/2020,Greene,1,267,104,8302
7/14/2020,Greene,4,271,127,8429
3/2/2020,Hamilton,0,0,0,0
3/3/2020,Hamilton,0,0,0,0
3/4/2020,Hamilton,0,0,0,0
3/5/2020,Hamilton,0,0,0,0
3/6/2020,Hamilton,0,0,0,0
3/7/2020,Hamilton,0,0,0,0
3/8/2020,Hamilton,0,0,0,0
3/9/2020,Hamilton,0,0,0,0
3/10/2020,Hamilton,0,0,0,0
3/11/2020,Hamilton,0,0,0,0
3/12/2020,Hamilton,0,0,0,0
3/13/2020,Hamilton,0,0,0,0
3/14/2020,Hamilton,0,0,0,0
3/15/2020,Hamilton,0,0,0,0
3/16/2020,Hamilton,0,0,0,0
3/17/2020,Hamilton,1,1,2,2
3/18/2020,Hamilton,1,2,8,10
3/19/2020,Hamilton,0,2,0,10
3/20/2020,Hamilton,0,2,1,11
3/21/2020,Hamilton,0,2,0,11
3/22/2020,Hamilton,0,2,0,11
3/23/2020,Hamilton,0,2,2,13
3/24/2020,Hamilton,0,2,1,14
3/25/2020,Hamilton,0,2,0,14
3/26/2020,Hamilton,0,2,0,14
3/27/2020,Hamilton,0,2,0,14
3/28/2020,Hamilton,0,2,0,14
3/29/2020,Hamilton,0,2,0,14
3/30/2020,Hamilton,0,2,0,14
3/31/2020,Hamilton,0,2,0,14
4/1/2020,Hamilton,0,2,3,17
4/2/2020,Hamilton,0,2,0,17
4/3/2020,Hamilton,0,2,0,17
4/4/2020,Hamilton,0,2,0,17
4/5/2020,Hamilton,0,2,0,17
4/6/2020,Hamilton,0,2,0,17
4/7/2020,Hamilton,0,2,0,17
4/8/2020,Hamilton,1,3,1,18
4/9/2020,Hamilton,0,3,0,18
4/10/2020,Hamilton,0,3,1,19
4/11/2020,Hamilton,0,3,0,19
4/12/2020,Hamilton,0,3,1,20
4/13/2020,Hamilton,0,3,0,20
4/14/2020,Hamilton,0,3,0,20
4/15/2020,Hamilton,0,3,0,20
4/16/2020,Hamilton,0,3,6,26
4/17/2020,Hamilton,0,3,1,27
4/18/2020,Hamilton,0,3,1,28
4/19/2020,Hamilton,0,3,0,28
4/20/2020,Hamilton,0,3,0,28
4/21/2020,Hamilton,0,3,1,29
4/22/2020,Hamilton,0,3,0,29
4/23/2020,Hamilton,0,3,0,29
4/24/2020,Hamilton,0,3,3,32
4/25/2020,Hamilton,0,3,1,33
4/26/2020,Hamilton,0,3,2,35
4/27/2020,Hamilton,0,3,1,36
4/28/2020,Hamilton,0,3,2,38
4/29/2020,Hamilton,0,3,0,38
4/30/2020,Hamilton,0,3,2,40
5/1/2020,Hamilton,0,3,3,43
5/2/2020,Hamilton,0,3,1,44
5/3/2020,Hamilton,0,3,2,46
5/4/2020,Hamilton,0,3,1,47
5/5/2020,Hamilton,2,5,6,53
5/6/2020,Hamilton,0,5,0,53
5/7/2020,Hamilton,0,5,4,57
5/8/2020,Hamilton,0,5,3,60
5/9/2020,Hamilton,0,5,1,61
5/10/2020,Hamilton,0,5,0,61
5/11/2020,Hamilton,0,5,0,61
5/12/2020,Hamilton,0,5,6,67
5/13/2020,Hamilton,0,5,45,112
5/14/2020,Hamilton,0,5,10,122
5/15/2020,Hamilton,0,5,34,156
5/16/2020,Hamilton,0,5,139,295
5/17/2020,Hamilton,0,5,35,330
5/18/2020,Hamilton,0,5,2,332
5/19/2020,Hamilton,0,5,10,342
5/20/2020,Hamilton,0,5,12,354
5/21/2020,Hamilton,0,5,8,362
5/22/2020,Hamilton,0,5,38,400
5/23/2020,Hamilton,0,5,3,403
5/24/2020,Hamilton,0,5,3,406
5/25/2020,Hamilton,0,5,5,411
5/26/2020,Hamilton,0,5,1,412
5/27/2020,Hamilton,0,5,3,415
5/28/2020,Hamilton,0,5,4,419
5/29/2020,Hamilton,0,5,3,422
5/30/2020,Hamilton,0,5,22,444
5/31/2020,Hamilton,0,5,5,449
6/1/2020,Hamilton,0,5,1,450
6/2/2020,Hamilton,0,5,2,452
6/3/2020,Hamilton,0,5,74,526
6/4/2020,Hamilton,0,5,8,534
6/5/2020,Hamilton,0,5,7,541
6/6/2020,Hamilton,0,5,38,579
6/7/2020,Hamilton,0,5,8,587
6/8/2020,Hamilton,0,5,4,591
6/9/2020,Hamilton,0,5,7,598
6/10/2020,Hamilton,0,5,5,603
6/11/2020,Hamilton,0,5,13,616
6/12/2020,Hamilton,0,5,6,622
6/13/2020,Hamilton,1,6,27,649
6/14/2020,Hamilton,0,6,12,661
6/15/2020,Hamilton,0,6,1,662
6/16/2020,Hamilton,0,6,6,668
6/17/2020,Hamilton,0,6,12,680
6/18/2020,Hamilton,0,6,6,686
6/19/2020,Hamilton,0,6,4,690
6/20/2020,Hamilton,0,6,57,747
6/21/2020,Hamilton,0,6,8,755
6/22/2020,Hamilton,0,6,1,756
6/23/2020,Hamilton,0,6,7,763
6/24/2020,Hamilton,0,6,10,773
6/25/2020,Hamilton,0,6,2,775
6/26/2020,Hamilton,0,6,3,778
6/27/2020,Hamilton,0,6,35,813
6/28/2020,Hamilton,0,6,5,818
6/29/2020,Hamilton,0,6,6,824
6/30/2020,Hamilton,0,6,2,826
7/1/2020,Hamilton,0,6,10,836
7/2/2020,Hamilton,0,6,13,849
7/3/2020,Hamilton,0,6,52,901
7/4/2020,Hamilton,0,6,9,910
7/5/2020,Hamilton,0,6,8,918
7/6/2020,Hamilton,0,6,1,919
7/7/2020,Hamilton,0,6,5,924
7/8/2020,Hamilton,0,6,3,927
7/9/2020,Hamilton,0,6,11,938
7/10/2020,Hamilton,0,6,9,947
7/11/2020,Hamilton,0,6,3,950
7/12/2020,Hamilton,0,6,10,960
7/13/2020,Hamilton,0,6,16,976
7/14/2020,Hamilton,0,6,85,1061
3/2/2020,Herkimer,0,0,0,0
3/3/2020,Herkimer,0,0,0,0
3/4/2020,Herkimer,0,0,0,0
3/5/2020,Herkimer,0,0,0,0
3/6/2020,Herkimer,0,0,0,0
3/7/2020,Herkimer,0,0,0,0
3/8/2020,Herkimer,0,0,0,0
3/9/2020,Herkimer,0,0,0,0
3/10/2020,Herkimer,0,0,0,0
3/11/2020,Herkimer,0,0,0,0
3/12/2020,Herkimer,1,1,1,1
3/13/2020,Herkimer,0,1,0,1
3/14/2020,Herkimer,0,1,1,2
3/15/2020,Herkimer,0,1,0,2
3/16/2020,Herkimer,0,1,0,2
3/17/2020,Herkimer,0,1,0,2
3/18/2020,Herkimer,0,1,1,3
3/19/2020,Herkimer,1,2,1,4
3/20/2020,Herkimer,1,3,5,9
3/21/2020,Herkimer,1,4,10,19
3/22/2020,Herkimer,0,4,6,25
3/23/2020,Herkimer,0,4,3,28
3/24/2020,Herkimer,1,5,5,33
3/25/2020,Herkimer,2,7,6,39
3/26/2020,Herkimer,2,9,9,48
3/27/2020,Herkimer,0,9,8,56
3/28/2020,Herkimer,1,10,14,70
3/29/2020,Herkimer,2,12,8,78
3/30/2020,Herkimer,0,12,1,79
3/31/2020,Herkimer,0,12,4,83
4/1/2020,Herkimer,2,14,9,92
4/2/2020,Herkimer,0,14,19,111
4/3/2020,Herkimer,4,18,27,138
4/4/2020,Herkimer,4,22,46,184
4/5/2020,Herkimer,3,25,23,207
4/6/2020,Herkimer,2,27,19,226
4/7/2020,Herkimer,2,29,19,245
4/8/2020,Herkimer,3,32,44,289
4/9/2020,Herkimer,4,36,23,312
4/10/2020,Herkimer,1,37,12,324
4/11/2020,Herkimer,0,37,11,335
4/12/2020,Herkimer,1,38,29,364
4/13/2020,Herkimer,1,39,26,390
4/14/2020,Herkimer,1,40,9,399
4/15/2020,Herkimer,3,43,23,422
4/16/2020,Herkimer,3,46,30,452
4/17/2020,Herkimer,1,47,18,470
4/18/2020,Herkimer,2,49,20,490
4/19/2020,Herkimer,0,49,23,513
4/20/2020,Herkimer,1,50,7,520
4/21/2020,Herkimer,3,53,34,554
4/22/2020,Herkimer,1,54,25,579
4/23/2020,Herkimer,2,56,27,606
4/24/2020,Herkimer,0,56,59,665
4/25/2020,Herkimer,1,57,31,696
4/26/2020,Herkimer,1,58,26,722
4/27/2020,Herkimer,0,58,14,736
4/28/2020,Herkimer,0,58,28,764
4/29/2020,Herkimer,0,58,28,792
4/30/2020,Herkimer,2,60,28,820
5/1/2020,Herkimer,1,61,15,835
5/2/2020,Herkimer,1,62,29,864
5/3/2020,Herkimer,1,63,41,905
5/4/2020,Herkimer,4,67,29,934
5/5/2020,Herkimer,1,68,66,1000
5/6/2020,Herkimer,6,74,65,1065
5/7/2020,Herkimer,2,76,55,1120
5/8/2020,Herkimer,1,77,43,1163
5/9/2020,Herkimer,2,79,56,1219
5/10/2020,Herkimer,2,81,57,1276
5/11/2020,Herkimer,0,81,42,1318
5/12/2020,Herkimer,3,84,61,1379
5/13/2020,Herkimer,2,86,54,1433
5/14/2020,Herkimer,1,87,49,1482
5/15/2020,Herkimer,4,91,50,1532
5/16/2020,Herkimer,0,91,157,1689
5/17/2020,Herkimer,1,92,68,1757
5/18/2020,Herkimer,0,92,65,1822
5/19/2020,Herkimer,1,93,95,1917
5/20/2020,Herkimer,0,93,60,1977
5/21/2020,Herkimer,2,95,77,2054
5/22/2020,Herkimer,5,100,212,2266
5/23/2020,Herkimer,1,101,143,2409
5/24/2020,Herkimer,2,103,237,2646
5/25/2020,Herkimer,0,103,45,2691
5/26/2020,Herkimer,2,105,328,3019
5/27/2020,Herkimer,1,106,442,3461
5/28/2020,Herkimer,1,107,154,3615
5/29/2020,Herkimer,0,107,332,3947
5/30/2020,Herkimer,1,108,309,4256
5/31/2020,Herkimer,1,109,131,4387
6/1/2020,Herkimer,2,111,186,4573
6/2/2020,Herkimer,2,113,522,5095
6/3/2020,Herkimer,0,113,398,5493
6/4/2020,Herkimer,2,115,334,5827
6/5/2020,Herkimer,7,122,523,6350
6/6/2020,Herkimer,1,123,357,6707
6/7/2020,Herkimer,1,124,377,7084
6/8/2020,Herkimer,1,125,308,7392
6/9/2020,Herkimer,0,125,245,7637
6/10/2020,Herkimer,0,125,295,7932
6/11/2020,Herkimer,2,127,439,8371
6/12/2020,Herkimer,1,128,280,8651
6/13/2020,Herkimer,0,128,275,8926
6/14/2020,Herkimer,0,128,119,9045
6/15/2020,Herkimer,0,128,297,9342
6/16/2020,Herkimer,0,128,208,9550
6/17/2020,Herkimer,0,128,236,9786
6/18/2020,Herkimer,3,131,265,10051
6/19/2020,Herkimer,3,134,334,10385
6/20/2020,Herkimer,2,136,405,10790
6/21/2020,Herkimer,1,137,232,11022
